a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
27,2,462,0,0,0,10,0,0,1,1,0,9,0,0
5,2,463,1,1,1,0,2,0,1,1,0,8,0,0
7,2,464,1,1,2,7,4,0,0,1,0,0,0,0
2,2,465,5,5,1,7,1,0,0,1,0,0,0,0
6,2,466,3,3,1,1,1,0,0,1,12,3,0,1
10,2,467,0,0,1,10,2,0,1,1,0,2,0,1
52,2,468,5,5,0,3,4,0,0,1,0,0,0,1
24,5,469,5,5,0,11,3,0,0,1,0,0,0,0
18,2,470,1,1,0,6,0,0,0,1,0,0,0,0
10,2,471,1,1,0,7,0,0,0,1,0,8,0,0
38,2,472,7,7,2,4,0,0,1,1,0,27,0,0
34,2,473,0,0,0,6,0,0,1,1,0,0,0,0
41,2,474,4,4,0,4,0,0,0,1,0,40,0,0
24,2,475,5,5,0,2,3,0,0,1,0,6,0,0
37,2,476,12,12,0,4,0,0,0,1,0,0,0,0
11,2,477,1,1,0,4,4,0,1,1,0,7,0,0
39,2,478,6,6,1,6,1,0,0,1,0,3,23,0
16,1,479,5,5,1,6,1,0,0,1,0,9,0,0
4,0,480,0,0,0,3,0,0,0,1,0,9,0,0
30,2,481,1,1,3,6,4,0,1,1,0,0,0,0
7,5,482,15,15,0,11,5,1,0,19,0,0,0,0
15,2,483,5,5,3,0,3,1,1,1,0,9,0,0
58,5,484,13,13,1,11,1,0,0,1,0,7,0,0
19,4,485,1,1,1,7,1,0,0,1,0,3,0,0
23,4,486,0,0,2,3,4,0,1,1,0,0,0,0
2,2,487,0,0,1,5,1,0,0,7,0,8,0,1
13,2,488,1,1,0,4,0,0,1,1,0,7,0,0
34,3,489,1,1,2,0,0,0,0,1,0,0,0,0
18,2,490,6,6,0,1,0,0,1,1,0,8,0,0
14,2,491,1,1,2,3,4,0,1,1,0,13,0,0
39,2,492,0,0,0,6,3,0,0,1,0,9,0,0
30,2,493,1,1,2,0,4,0,1,1,0,26,0,0
22,2,494,5,5,0,9,3,0,0,1,0,0,0,0
11,2,495,11,11,0,4,3,0,0,1,0,0,25,0
51,2,496,5,5,0,3,0,0,1,1,0,7,0,0
60,5,497,1,1,1,11,1,0,0,1,0,9,0,0
11,4,498,1,1,0,8,0,0,0,1,0,0,15,0
57,4,499,1,1,1,7,1,0,0,1,0,0,0,0
7,2,500,5,5,1,0,1,0,0,1,0,0,0,0
50,2,501,5,5,2,4,4,0,1,1,0,29,26,0
15,2,502,0,0,0,5,0,0,1,1,0,0,0,0
27,2,503,0,0,0,1,0,1,0,1,0,0,0,0
21,2,504,5,5,0,12,3,0,0,1,0,39,0,0
16,2,505,5,5,1,1,1,0,0,1,0,0,0,0
33,4,506,1,1,4,0,4,1,1,1,0,0,0,0
0,2,507,1,1,2,4,4,0,1,1,0,0,0,0
6,2,508,7,7,3,2,4,0,0,1,20,29,0,0
3,5,509,11,11,6,11,4,1,1,1,0,6,0,0
12,2,510,7,7,0,6,0,0,0,1,0,3,0,0
14,2,511,5,5,1,3,1,0,0,1,0,4,0,1
4,2,512,1,1,2,6,0,0,0,1,0,3,0,0
28,5,513,7,7,6,11,4,0,1,1,0,14,0,0
15,2,514,5,5,0,0,0,3,1,1,0,9,0,0
22,5,515,5,5,0,11,3,0,0,1,0,27,0,0
26,5,516,5,5,0,11,4,0,1,1,0,7,0,0
14,2,517,0,0,1,3,1,0,0,1,0,4,0,1
2,6,518,0,0,1,1,1,0,0,7,0,5,0,1
1,2,519,1,1,1,1,1,0,0,8,0,4,0,1
27,4,520,5,5,2,2,0,1,0,1,0,4,0,0
5,4,521,5,5,1,10,1,0,0,1,0,3,0,1
29,2,522,5,5,2,9,4,0,0,1,0,18,0,1
4,2,523,5,5,1,5,2,0,1,1,0,0,0,0
9,2,524,0,0,1,1,1,0,0,1,0,0,0,1
61,2,525,5,5,2,0,0,0,1,1,0,46,0,0
2,1,526,1,1,1,6,1,0,0,1,0,4,0,0
29,1,527,3,3,1,3,1,0,0,1,0,0,0,0
29,2,528,2,2,2,9,4,4,1,1,0,28,7,0
51,2,529,1,1,0,9,0,0,0,1,0,0,0,0
35,2,530,1,1,1,4,1,1,0,1,0,0,0,0
30,2,531,6,6,1,1,2,0,1,1,0,4,0,1
38,2,532,10,10,1,3,1,0,0,20,0,17,0,1
0,4,533,15,15,1,10,1,0,0,1,0,4,0,0
28,2,534,13,13,6,14,0,1,1,1,0,6,0,0
31,2,535,7,7,4,6,0,0,0,1,0,0,0,0
8,6,536,0,0,0,8,0,0,1,1,0,3,0,0
14,5,537,1,1,0,11,4,1,1,1,0,0,0,0
29,2,538,5,5,1,7,1,0,0,1,0,0,0,0
31,2,539,9,9,0,3,3,0,0,1,0,0,0,0
10,2,540,5,5,0,2,4,0,1,1,0,0,0,0
37,2,541,1,1,0,7,0,0,0,1,0,0,0,0
37,2,542,5,5,1,5,1,0,0,1,0,4,0,0
12,2,543,1,1,0,2,0,0,1,1,0,3,0,0
50,2,544,12,12,1,4,2,0,1,1,0,39,0,0
18,4,545,5,5,1,12,1,0,0,1,0,0,0,0
26,2,546,1,1,0,2,3,0,0,1,0,26,0,0
4,2,547,5,5,0,6,4,0,0,1,0,0,0,0
34,1,548,5,5,2,1,0,0,0,1,0,4,0,0
35,1,549,1,1,4,4,4,0,1,1,0,0,0,0
60,2,550,2,2,6,0,4,0,1,1,0,0,0,0
18,2,551,1,1,1,9,2,1,1,1,0,0,0,0
39,3,552,7,7,2,6,4,1,1,1,0,0,0,1
62,2,553,2,2,0,9,0,0,1,1,0,0,0,0
18,2,554,1,1,1,9,1,0,0,1,0,0,0,0
8,2,555,1,1,4,0,4,0,1,1,0,9,4,0
14,2,556,1,1,1,10,2,0,1,1,0,19,0,0
10,2,557,2,2,1,4,1,0,0,1,0,0,5,0
4,2,558,0,0,0,7,0,0,0,1,0,16,0,0
17,2,559,0,0,1,5,1,0,0,1,0,7,0,1
33,2,560,5,5,1,3,1,0,0,1,0,4,0,1
27,2,561,1,1,0,2,4,1,1,1,0,0,0,0
7,1,562,0,0,1,3,1,0,0,1,0,8,0,1
22,2,563,1,1,0,2,3,3,0,1,0,17,0,0
16,6,564,3,3,1,1,1,0,0,4,0,3,0,0
23,2,565,8,8,4,4,4,0,1,1,0,0,5,0
31,1,566,1,1,4,6,0,0,0,1,0,7,0,0
33,2,567,3,3,2,1,4,0,0,1,0,29,0,0
27,2,568,1,1,0,6,3,0,0,1,0,0,0,0
49,2,569,1,1,1,3,1,0,0,1,0,0,0,0
41,2,570,2,2,0,5,3,0,0,1,0,30,0,0
5,2,571,7,7,1,6,1,0,0,1,12,0,0,1
37,2,572,9,9,0,3,0,0,1,1,0,20,0,0
31,2,573,0,0,1,1,2,0,0,1,0,0,0,1
32,5,574,15,15,0,11,3,0,0,1,0,13,0,0
35,1,575,6,6,2,5,4,0,1,1,0,7,0,0
50,4,576,0,0,0,3,0,0,1,1,0,0,0,0
51,1,577,5,5,1,6,1,0,0,1,0,3,0,0
55,5,578,5,5,1,11,1,0,0,1,0,6,0,1
28,2,579,1,1,1,5,1,0,0,1,0,0,0,1
19,2,580,1,1,1,6,1,0,0,1,0,0,0,0
37,2,581,1,1,1,9,1,0,0,1,0,0,0,0
8,1,582,0,0,0,10,0,0,0,1,0,0,0,0
26,2,583,5,5,0,5,3,0,1,1,0,27,0,0
31,2,584,5,5,0,0,0,0,0,1,0,8,0,0
32,2,585,2,2,0,4,3,0,0,1,0,0,0,0
7,2,586,12,12,1,6,1,0,0,1,5,47,0,1
28,6,587,0,0,2,3,0,0,0,1,0,5,0,0
9,5,588,1,1,1,11,1,0,0,1,0,0,0,0
42,5,589,1,1,1,11,2,2,1,1,0,0,0,0
52,2,590,8,8,0,7,0,0,0,1,0,17,0,1
8,2,591,0,0,1,3,1,0,0,8,0,0,10,1
11,2,256,0,0,0,0,3,0,1,1,0,0,0,0
37,2,592,1,1,0,5,3,0,0,1,0,0,0,0
11,5,593,5,5,0,11,4,3,1,1,0,13,0,0
9,1,594,10,10,1,3,1,0,0,1,3,4,0,1
15,2,595,5,5,0,10,0,0,0,0,0,0,0,0
6,2,596,0,0,0,3,0,0,1,1,0,3,0,0
12,2,597,0,0,0,10,0,0,0,1,0,0,0,0
21,2,598,5,5,0,0,3,0,0,1,0,25,0,0
52,2,599,8,8,2,4,0,0,1,1,0,0,0,0
9,4,600,4,4,1,4,1,0,0,1,0,0,0,0
18,1,601,6,6,0,8,0,0,0,1,0,0,0,0
25,2,602,1,1,0,0,4,1,1,1,0,48,0,0
49,2,603,3,3,1,6,1,0,0,1,0,0,0,1
31,2,604,1,1,0,6,0,3,0,1,0,0,0,0
35,4,605,1,1,4,1,0,1,0,1,0,0,0,0
41,2,606,12,12,0,4,3,0,1,1,0,49,0,0
7,2,607,3,3,2,3,0,0,1,21,0,8,0,0
27,2,608,1,1,0,6,0,0,0,1,0,0,0,0
27,2,609,1,1,1,2,1,0,0,1,0,4,0,0
51,4,610,0,0,0,3,3,0,0,15,0,0,0,0
37,2,611,0,0,0,4,3,0,1,1,0,9,0,0
0,2,612,1,1,0,2,3,0,0,1,0,8,0,0
10,2,613,1,1,1,7,1,1,0,1,0,3,0,0
1,1,614,1,1,1,1,1,0,0,1,0,19,0,0
7,6,615,0,0,1,5,1,0,0,1,0,16,0,0
34,2,616,10,10,1,3,1,0,0,7,0,3,0,1
11,2,617,0,0,0,5,3,0,1,1,0,9,0,0
23,2,618,2,2,6,4,0,1,1,1,0,9,0,0
55,2,619,4,4,6,14,4,1,1,1,0,27,0,0
31,2,620,7,7,1,7,1,0,0,1,0,16,0,0
33,2,621,4,4,3,2,4,0,0,1,0,0,25,0
10,2,622,1,1,0,8,3,1,0,1,0,8,0,0
14,2,623,1,1,1,5,1,0,0,1,0,3,0,1
2,1,624,1,1,1,5,1,0,0,1,0,41,0,0
39,2,625,5,5,1,1,1,0,0,1,0,0,0,1
6,2,626,0,0,1,5,1,0,0,1,0,50,0,1
33,1,627,5,5,0,4,4,1,1,1,0,0,0,0
6,4,628,12,12,4,4,4,1,1,1,0,0,0,0
16,2,629,5,5,1,6,1,0,0,7,0,8,0,1
10,2,630,0,0,1,0,2,1,1,1,0,0,0,1
50,1,631,1,1,1,6,1,0,0,1,0,8,0,0
21,2,632,1,1,0,4,3,0,1,1,0,51,0,0
26,2,633,0,0,0,2,0,0,0,1,0,0,0,0
39,2,634,0,0,1,1,1,0,0,7,0,8,0,1
33,6,635,11,11,1,7,1,0,0,1,0,4,1,0
7,1,636,9,9,1,3,1,0,0,1,0,8,0,1
51,2,637,1,1,2,6,0,0,0,1,0,16,0,0
52,2,638,1,1,1,6,1,0,0,1,0,0,0,0
26,2,639,5,5,0,2,3,0,0,1,0,0,0,0
35,2,640,5,5,1,5,1,0,0,3,0,4,0,1
8,2,641,5,5,1,6,1,0,0,1,0,3,0,0
1,6,642,9,9,4,3,0,0,0,1,0,0,0,1
8,4,643,1,1,2,0,4,0,1,1,0,0,0,0
46,2,644,1,1,1,6,1,0,0,1,0,12,0,0
50,5,645,1,1,1,11,1,0,0,1,0,4,0,0
10,0,646,0,0,1,10,1,0,0,1,0,0,0,1
22,2,647,5,5,0,4,3,0,0,1,0,9,0,0
27,2,648,1,1,0,1,5,0,0,22,0,4,0,0
18,2,649,9,9,1,3,1,2,0,1,0,0,21,1
2,0,650,5,5,4,1,0,0,1,1,0,3,0,0
37,2,651,1,1,0,9,3,0,1,1,0,19,0,0
31,0,652,5,5,0,0,4,2,1,1,0,0,13,0
44,5,653,4,4,6,11,4,0,1,23,0,12,0,0
14,2,654,1,1,1,6,1,0,0,1,0,3,0,0
29,2,655,8,8,1,6,1,0,0,1,0,7,0,0
16,2,656,1,1,1,9,1,0,0,1,0,0,0,1
29,1,657,15,15,1,2,1,1,0,1,0,0,0,1
18,2,658,3,3,0,5,0,0,0,1,0,8,0,0
37,2,659,5,5,0,3,0,0,0,1,0,0,0,0
16,4,660,3,3,0,3,0,0,0,1,0,14,0,0
22,2,661,5,5,0,5,0,0,1,1,0,13,0,0
9,2,662,6,6,2,3,4,0,1,24,0,0,0,1
37,0,663,5,5,1,7,1,0,0,25,0,0,0,0
9,2,664,1,1,1,6,1,1,0,1,0,0,0,1
22,5,665,2,2,3,11,3,2,1,1,7,0,6,0
27,2,666,4,4,0,9,0,0,0,1,21,0,0,0
25,3,667,5,5,2,1,0,0,0,1,0,0,0,0
41,5,668,2,2,0,11,3,0,1,1,0,9,0,0
41,1,669,2,2,0,8,3,0,0,1,0,33,0,0
39,2,670,0,0,1,1,1,0,0,1,0,0,0,1
1,6,671,1,1,1,5,1,0,0,1,0,4,0,1
24,2,672,1,1,0,5,3,0,1,26,0,0,0,0
41,2,673,15,15,0,4,3,0,0,1,0,2,0,0
12,2,674,5,5,1,0,1,0,0,1,0,0,5,0
8,2,675,1,1,0,6,0,0,0,1,0,3,0,0
50,1,676,1,1,6,1,0,0,0,1,0,4,0,0
31,4,365,1,1,0,12,3,0,0,1,0,17,0,0
5,2,677,7,7,1,6,1,0,0,1,0,0,23,1
14,1,678,1,1,1,6,1,0,0,1,0,0,0,1
11,4,679,5,5,4,1,4,1,0,1,0,0,0,0
32,0,680,2,2,0,0,3,0,1,1,0,45,0,0
14,2,681,1,1,2,1,0,0,1,1,0,0,0,0
48,5,682,8,8,0,11,0,0,0,1,0,52,0,0
23,4,683,0,0,1,3,2,0,1,1,0,16,0,0
30,2,684,3,3,0,1,0,0,0,1,0,7,24,0
51,2,685,1,1,0,4,5,0,0,1,0,6,0,0
17,4,686,5,5,1,8,1,0,0,1,0,0,0,0
27,2,687,5,5,0,9,3,1,1,1,0,3,0,0
9,2,688,5,5,1,3,1,0,0,1,0,4,0,0
22,2,689,5,5,0,3,3,0,0,1,0,9,0,0
11,0,690,0,0,0,10,0,0,1,1,0,9,0,0
15,5,691,6,6,0,11,5,0,0,1,0,3,0,0
18,2,692,3,3,0,3,0,0,0,1,0,8,0,1
8,2,693,3,3,1,10,1,0,0,1,3,0,0,1
10,2,694,0,0,0,3,3,0,1,1,0,0,15,0
21,2,695,1,1,0,5,3,0,1,1,0,9,0,0
35,4,696,0,0,0,3,0,0,0,1,0,4,0,0
8,2,697,0,0,6,5,4,0,1,1,20,0,1,0
26,2,698,5,5,0,2,3,0,0,1,0,6,0,0
8,1,699,5,5,1,6,1,0,0,1,0,0,0,0
34,2,700,9,9,2,3,4,0,1,27,0,31,0,1
29,2,701,0,0,2,1,3,0,1,1,0,4,0,1
13,2,702,15,15,1,4,1,1,0,1,0,0,2,0
23,2,703,5,5,0,5,0,1,0,1,0,0,0,0
52,2,704,1,1,1,6,1,0,0,1,0,7,0,0
32,2,705,2,2,0,4,5,0,0,1,0,13,0,0
4,2,706,0,0,1,3,1,0,0,1,0,0,0,0
35,2,707,5,5,2,0,4,1,1,1,0,0,0,0
35,2,708,0,0,4,3,0,0,0,1,0,0,4,0
13,2,709,7,7,1,10,1,0,0,11,0,0,0,0
35,4,710,0,0,2,0,4,0,1,1,0,7,8,0
8,2,711,1,1,4,4,4,1,1,1,0,0,0,0
39,2,712,1,1,1,9,1,0,0,1,0,0,0,0
21,0,713,1,1,0,10,3,0,1,1,0,0,0,0
24,2,714,5,5,0,5,3,0,1,1,0,12,0,0
14,2,302,0,0,1,1,1,0,0,1,0,3,0,1
39,2,670,1,1,0,4,0,0,0,1,0,0,0,0
30,2,715,1,1,1,6,1,0,0,1,22,8,0,0
31,2,716,0,0,0,3,0,0,0,28,0,0,0,0
1,4,717,1,1,1,1,1,0,0,1,0,29,0,1
9,2,718,0,0,1,1,1,0,0,12,0,3,0,1
16,2,719,0,0,0,3,0,0,0,1,0,0,4,1
29,2,720,1,1,1,5,2,0,1,1,0,0,0,0
22,2,721,5,5,0,4,0,0,1,1,0,9,0,0
8,2,722,1,1,1,4,1,0,0,1,0,0,5,0
55,1,723,2,2,1,1,1,0,0,29,0,53,4,1
11,2,724,5,5,0,4,0,0,1,1,0,27,0,0
42,2,725,5,5,2,0,0,2,1,1,0,0,0,0
51,2,726,7,7,1,0,1,0,0,1,23,3,0,0
15,2,727,7,7,0,4,3,0,1,1,0,12,0,0
23,5,728,5,5,1,11,2,1,1,1,0,0,0,0
18,2,729,5,5,1,6,1,0,0,5,0,0,0,0
35,2,730,5,5,0,5,0,1,1,1,0,26,0,0
16,0,731,0,0,1,3,1,0,0,1,0,4,0,0
20,2,732,1,1,6,4,4,1,1,19,0,9,0,0
9,2,733,0,0,1,10,1,0,0,1,0,0,0,1
21,2,734,5,5,0,4,5,0,1,1,0,13,0,0
42,1,735,1,1,1,7,1,0,0,1,0,44,0,0
9,2,736,3,3,0,1,0,0,1,2,0,4,0,1
51,2,737,7,7,0,10,3,0,0,1,0,0,0,0
41,2,738,15,15,0,2,3,0,0,1,0,9,0,0
9,4,739,0,0,1,3,2,0,1,1,0,0,0,1
42,2,740,1,1,1,7,1,0,0,8,0,0,0,1
12,2,741,5,5,0,0,3,1,1,1,0,0,0,0
31,2,742,2,2,0,6,3,1,0,1,0,0,22,0
34,0,743,0,0,1,3,1,0,0,1,0,48,0,0
31,0,744,0,0,1,1,1,0,0,8,0,0,0,1
24,2,745,0,0,0,3,4,0,0,1,0,9,0,0
50,1,746,12,12,1,6,1,0,0,1,0,0,0,0
11,2,747,1,1,0,7,4,0,0,1,0,4,0,0
0,2,748,1,1,0,2,0,0,0,1,0,0,0,0
37,2,749,7,7,0,6,3,0,0,1,0,14,0,0
17,2,750,1,1,1,7,1,0,0,1,0,0,0,1
39,4,751,0,0,0,3,0,0,1,1,0,3,0,0
34,3,752,1,1,1,0,2,0,1,1,0,0,0,1
5,2,753,1,1,0,8,0,1,0,1,0,0,0,0
35,2,754,1,1,0,4,0,0,1,1,0,43,0,0
19,4,755,1,1,1,0,2,0,1,1,0,14,0,1
14,4,756,1,1,2,12,4,0,0,1,0,0,23,0
3,6,757,9,9,1,1,1,0,0,1,0,20,0,1
49,2,758,0,0,0,5,0,0,0,1,0,16,0,1
12,2,759,12,12,4,4,4,0,1,1,0,29,0,0
8,0,760,5,5,3,4,5,0,0,1,0,0,0,0
24,2,761,5,5,1,5,2,0,1,1,0,6,11,0
33,1,762,0,0,2,5,0,0,1,1,0,4,0,0
12,2,763,1,1,0,9,0,0,0,1,0,0,0,0
51,2,764,5,5,0,8,0,0,1,1,0,14,0,0
5,2,765,11,11,4,8,0,0,0,1,0,19,27,0
8,2,766,1,1,2,6,4,0,0,1,0,16,0,0
5,2,767,7,7,1,10,2,0,1,1,0,27,0,1
42,2,768,1,1,0,5,0,0,0,1,0,14,0,0
11,4,769,7,7,2,10,0,0,0,1,0,23,0,0
35,2,770,5,5,2,0,4,0,1,1,0,0,0,0
14,2,771,3,3,1,3,1,0,0,1,0,0,4,0
16,2,772,0,0,1,5,1,0,0,1,0,4,0,1
17,2,773,5,5,0,10,0,0,0,1,0,0,0,0
16,0,774,5,5,1,6,1,0,0,1,0,0,4,0
4,2,775,7,7,0,9,0,0,1,1,24,29,0,0
13,2,194,7,7,1,1,1,0,0,1,0,4,0,1
30,1,776,5,5,1,1,1,0,0,1,0,8,0,0
13,2,777,0,0,0,5,0,4,1,1,0,16,0,1
9,2,778,5,5,2,0,0,1,1,1,0,14,0,0
43,1,779,1,1,1,8,1,0,0,1,25,4,0,0
32,2,780,15,15,0,9,3,0,0,1,0,6,0,0
19,5,781,1,1,1,11,1,0,0,1,0,2,0,0
26,5,782,1,1,0,11,0,0,1,15,0,0,0,0
25,2,783,7,7,1,10,1,0,0,1,0,4,0,1
30,6,784,0,0,1,10,1,0,0,1,0,0,0,0
32,5,785,5,5,0,11,3,0,0,1,0,37,0,0
11,2,786,1,1,0,5,0,0,1,30,0,0,0,0
52,2,787,1,1,1,7,1,0,0,1,0,8,0,1
24,2,788,5,5,0,4,5,1,0,1,0,9,0,0
43,2,789,1,1,1,9,1,0,0,1,0,0,0,0
15,2,790,1,1,0,9,0,1,0,1,0,0,0,0
34,2,791,3,3,0,10,0,0,0,1,0,7,0,1
16,2,792,0,0,1,1,1,0,0,1,3,0,9,1
16,2,793,6,6,2,6,0,0,0,1,0,0,0,0
27,2,794,1,1,0,4,3,1,0,1,21,6,0,0
47,1,795,2,2,0,8,4,0,0,1,0,9,0,0
8,2,796,1,1,2,0,4,0,1,1,0,14,0,0
41,2,797,2,2,0,5,3,0,1,1,0,9,0,0
12,2,798,1,1,1,6,1,0,0,3,0,17,0,1
1,5,799,3,3,3,11,5,0,0,1,0,0,0,0
39,2,800,0,0,1,3,1,0,0,31,0,47,0,1
45,2,801,0,0,1,3,1,0,0,1,0,0,0,1
22,2,802,1,1,0,7,3,0,0,1,0,6,0,0
10,2,803,1,1,4,4,3,0,1,1,0,26,0,0
24,5,804,5,5,0,11,3,1,0,1,0,0,0,0
16,2,805,5,5,2,1,0,0,0,1,0,3,0,0
24,2,806,5,5,0,0,3,0,0,1,0,0,0,0
41,2,807,12,12,0,8,3,0,0,1,0,9,0,0
33,1,808,1,1,1,4,2,0,1,1,0,35,14,0
30,2,809,7,7,0,3,0,0,1,1,0,8,0,0
20,2,810,5,5,1,6,1,0,0,1,0,4,0,1
45,2,811,1,1,1,7,1,0,0,1,0,3,0,0
33,2,96,1,1,1,7,1,0,0,1,0,4,0,1
25,2,812,7,7,0,0,4,0,0,1,0,0,0,0
8,2,813,3,3,0,3,0,0,1,1,0,28,0,0
31,2,814,7,7,0,10,3,0,0,1,0,0,0,0
10,2,815,1,1,6,0,0,0,1,1,0,0,0,0
12,2,816,1,1,1,1,1,0,0,1,26,8,0,0
28,2,817,1,1,6,7,4,0,0,1,27,29,0,1
57,2,818,1,1,6,4,0,0,1,1,0,0,0,0
0,2,819,1,1,4,9,4,0,1,1,0,27,0,0
16,2,820,5,5,0,0,0,0,0,1,0,13,0,0
27,6,821,0,0,0,5,3,0,0,1,0,0,0,0
9,5,822,2,2,1,11,1,0,0,1,0,12,0,0
3,2,823,5,5,1,0,2,0,1,11,0,0,0,1
51,2,824,5,5,0,2,3,0,0,1,0,0,0,0
63,1,825,1,1,1,1,1,0,0,1,0,0,0,0
60,5,826,2,2,6,11,0,0,1,1,0,27,0,0
42,2,827,1,1,1,9,1,0,0,1,0,0,0,0
15,2,828,1,1,2,0,0,0,0,1,0,0,0,0
30,2,829,0,0,2,3,0,0,1,1,0,4,0,1
27,2,830,0,0,0,1,0,0,0,1,0,4,0,0
58,2,831,1,1,6,8,0,0,0,1,0,40,0,0
41,2,832,2,2,0,5,3,0,0,1,0,9,0,0
18,2,833,5,5,1,6,1,0,0,1,0,4,0,0
49,2,834,5,5,1,3,1,0,0,1,0,0,0,1
57,4,835,0,0,6,3,0,0,1,1,0,17,0,0
42,2,836,1,1,1,6,1,0,0,11,0,0,0,1
16,2,837,5,5,2,3,0,0,0,1,0,0,0,0
13,4,838,1,1,2,4,0,0,1,1,0,4,0,0
5,2,839,0,0,1,1,1,0,0,1,0,3,0,1
0,2,840,0,0,1,6,1,0,0,1,0,0,0,0
8,2,841,1,1,0,6,3,0,0,1,0,43,0,0
43,2,842,3,3,6,3,0,0,1,1,0,0,0,1
51,2,843,7,7,2,0,0,0,1,1,0,16,0,0
34,1,844,1,1,1,5,1,0,0,1,0,4,0,0
51,2,845,0,0,0,3,0,0,1,1,0,0,0,0
25,0,846,9,9,2,3,3,0,0,1,0,4,0,1
14,2,847,1,1,0,7,3,0,0,1,0,0,0,0
14,4,848,1,1,0,0,3,0,1,1,0,0,0,0
19,2,849,1,1,1,4,1,0,0,1,0,0,0,1
14,2,850,0,0,0,3,3,0,1,1,0,0,0,0
6,2,851,0,0,0,1,0,0,1,1,0,23,0,1
32,2,852,2,2,0,0,3,0,1,1,0,9,0,0
16,2,853,1,1,1,8,1,0,0,1,0,0,5,0
25,2,854,2,2,1,1,1,0,0,1,0,4,0,0
4,6,855,5,5,1,1,1,0,0,1,0,20,0,0
39,2,856,1,1,1,9,1,0,0,1,0,0,0,0
27,2,857,5,5,0,5,0,0,1,1,0,12,0,0
26,2,858,12,12,0,2,0,0,0,1,0,0,0,0
41,2,669,2,2,0,5,3,0,0,1,0,25,0,0
0,2,859,5,5,1,8,1,0,0,1,0,4,0,1
31,1,860,0,0,4,3,3,0,0,1,0,0,0,0
29,2,861,0,0,1,1,1,0,0,1,0,0,0,1
27,2,862,5,5,0,7,3,0,0,1,0,4,0,0
46,1,863,3,3,1,5,1,0,0,32,0,0,0,1
49,1,864,0,0,1,5,1,2,0,1,19,0,28,1
42,2,865,11,11,2,4,4,1,0,1,0,13,0,0
30,2,866,0,0,1,1,1,0,0,1,0,8,0,1
11,2,867,1,1,0,2,4,1,1,1,0,54,0,0
2,2,868,7,7,2,0,4,0,1,1,0,0,0,0
0,2,869,1,1,1,7,1,0,0,1,0,0,0,1
21,2,870,1,1,0,0,0,0,1,1,0,6,0,0
6,2,871,4,4,2,9,0,0,1,1,0,0,0,0
12,2,872,0,0,1,0,5,0,0,1,0,0,13,1
37,2,873,1,1,1,6,1,0,0,1,0,20,0,0
2,2,874,0,0,1,5,1,0,0,1,0,4,0,1
39,2,875,5,5,1,6,2,0,1,1,0,8,0,0
58,5,876,5,5,1,11,1,0,0,1,0,12,0,0
11,2,877,0,0,0,1,3,0,0,1,0,25,0,0
39,6,878,5,5,1,6,1,0,0,1,0,8,4,0
17,1,879,1,1,1,5,1,1,0,1,0,0,0,0
31,2,880,7,7,2,10,0,0,1,0,0,3,0,0
25,5,881,5,5,2,11,4,1,1,1,0,6,0,0
18,1,882,0,0,0,1,0,0,0,1,0,0,0,0
4,2,883,7,7,1,0,2,2,1,1,0,0,3,0
5,2,884,0,0,1,3,1,0,0,8,0,4,0,1
9,1,885,10,10,1,8,1,0,0,1,0,31,0,1
13,2,886,3,3,1,3,1,0,0,1,0,0,0,0
33,2,887,5,5,2,5,3,0,0,1,0,16,0,0
24,2,888,0,0,0,1,3,0,1,1,0,4,0,0
10,2,889,0,0,1,1,1,0,0,1,0,3,0,1
4,2,890,1,1,1,10,1,0,0,1,0,0,0,0
58,4,891,8,8,1,4,1,0,0,1,0,16,0,0
49,1,892,4,4,1,6,1,0,0,1,0,9,0,0
24,2,893,1,1,0,2,3,0,1,1,0,0,0,0
37,5,894,6,6,1,11,3,3,0,1,0,0,0,0
18,2,895,1,1,0,5,0,0,0,1,0,3,0,0
34,2,896,1,1,2,9,0,0,1,1,0,14,0,0
5,2,897,5,5,2,9,0,0,0,1,0,10,0,0
27,2,898,0,0,0,3,3,1,0,1,0,12,0,0
5,1,899,1,1,2,2,3,0,0,1,0,33,0,0
3,2,900,5,5,1,10,1,0,0,1,0,0,0,0
37,2,901,1,1,0,5,0,0,0,1,0,6,0,0
2,2,902,5,5,2,6,0,0,0,1,0,11,0,0
3,1,903,12,12,1,8,1,0,0,1,0,8,0,0
14,2,904,5,5,0,6,0,0,0,1,0,0,0,0
11,2,905,1,1,0,5,3,1,0,1,0,0,0,0
0,2,906,0,0,1,1,1,0,0,7,0,3,0,1
16,2,907,3,3,1,3,2,2,1,1,0,4,6,0
38,6,908,1,1,1,1,1,2,0,1,0,0,0,1
64,1,909,1,1,1,1,1,0,0,1,0,6,0,0
26,2,910,5,5,0,4,3,0,0,1,0,9,0,0
11,2,911,5,5,0,5,0,0,0,1,0,13,0,0
15,2,912,5,5,0,7,4,0,0,1,0,0,0,0
9,2,913,11,11,1,9,2,0,1,1,0,14,5,0
2,2,914,5,5,1,0,2,1,1,1,0,0,0,0
45,5,915,1,1,1,11,1,0,0,1,0,45,0,0
12,2,916,1,1,1,9,1,0,0,1,0,0,0,0
5,2,917,1,1,1,9,1,0,0,1,0,0,0,0
49,2,918,3,3,1,1,1,0,0,1,0,8,0,1
24,2,919,5,5,0,5,0,0,1,1,0,29,0,0
